Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Score
CFXUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",20,25.00,-24.93,0.24,-2.90,24.93,6.68
CFXUSDT,Donchian-MTF,W04,"Don(20) ATR×3.0",20,35.00,11.74,1.48,0.60,11.25,34.04
CFXUSDT,Donchian-MTF,W05,"Don(20) ATR×3.0",23,39.13,-3.91,0.83,-0.37,13.59,20.39
CFXUSDT,Donchian-MTF,W06,"Don(20) ATR×3.0",23,30.43,-3.00,0.87,-0.27,8.36,19.38
CFXUSDT,Donchian-MTF,W07,"Don(55) ATR×3.0",20,35.00,-9.20,0.68,-0.61,18.03,17.53
CFXUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",15,20.00,-10.28,0.75,-0.33,26.28,16.21
CFXUSDT,Donchian-MTF,W09,"Don(55) ATR×2.5",22,22.73,-6.80,0.67,-0.71,10.74,14.62
CFXUSDT,Donchian-MTF,W10,"Don(55) ATR×2.5",16,25.00,0.76,1.06,0.07,9.48,21.49
CFXUSDT,Donchian-MTF,W11,"Don(55) ATR×2.5",23,13.04,-8.69,0.64,-0.56,18.37,13.12
CFXUSDT,Donchian-MTF,W12,"Don(55) ATR×3.0",14,42.86,17.51,2.26,0.63,12.51,47.90
CFXUSDT,Donchian-MTF,W13,"Don(55) ATR×1.5",22,18.18,-12.83,0.48,-1.39,17.81,9.55
CFXUSDT,HullMA-Cross,W01,"Hull(21/55) ATR×2.0",45,40.00,1.06,1.03,0.06,12.25,23.99
CFXUSDT,HullMA-Cross,W02,"Hull(21/55) ATR×1.5",41,29.27,-1.53,0.95,-0.12,15.33,20.32
CFXUSDT,HullMA-Cross,W03,"Hull(21/55) ATR×2.5",42,35.71,-7.85,0.70,-0.88,10.35,16.74
CFXUSDT,HullMA-Cross,W04,"Hull(21/55) ATR×2.5",45,24.44,-13.50,0.68,-0.86,23.56,14.40
CFXUSDT,HullMA-Cross,W05,"Hull(21/55) ATR×2.0",45,35.56,2.17,1.07,0.19,11.20,24.20
CFXUSDT,HullMA-Cross,W06,"Hull(21/55) ATR×2.0",49,32.65,-8.90,0.70,-0.90,16.37,16.03
CFXUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.0",47,29.79,-11.53,0.69,-0.76,19.36,15.92
CFXUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.0",45,40.00,66.44,2.18,1.18,18.28,51.26
CFXUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×1.5",54,22.22,-23.23,0.39,-2.65,25.50,7.16
CFXUSDT,HullMA-Cross,W10,"Hull(16/55) ATR×1.5",50,22.00,-18.88,0.26,-3.77,19.13,6.25
CFXUSDT,HullMA-Cross,W11,"Hull(16/55) ATR×1.5",56,16.07,-31.71,0.15,-6.61,34.03,4.25
CFXUSDT,HullMA-Cross,W12,"Hull(21/34) ATR×2.0",54,29.63,2.43,1.07,0.14,14.50,22.79
CFXUSDT,HullMA-Cross,W13,"Hull(21/55) ATR×2.5",44,22.73,-10.89,0.77,-0.59,19.21,15.83
CFXUSDT,Vortex-Cross,W01,"Vortex(28) ATR×2.0",65,18.46,-27.46,0.34,-3.36,27.92,6.04
CFXUSDT,Vortex-Cross,W02,"Vortex(14) ATR×2.0",75,25.33,-18.02,0.62,-1.35,27.02,12.09
CFXUSDT,Vortex-Cross,W03,"Vortex(14) ATR×2.5",83,27.71,-30.28,0.39,-3.04,30.28,8.30
CFXUSDT,Vortex-Cross,W04,"Vortex(14) ATR×2.0",103,25.24,-13.31,0.78,-0.69,19.79,16.02
CFXUSDT,Vortex-Cross,W05,"Vortex(14) ATR×2.0",93,22.58,-11.16,0.77,-0.86,15.70,14.65
CFXUSDT,Vortex-Cross,W06,"Vortex(14) ATR×2.0",82,20.73,-28.99,0.38,-2.84,29.73,6.81
CFXUSDT,Vortex-Cross,W07,"Vortex(21) ATR×2.5",61,27.87,-6.28,0.81,-0.41,13.91,17.91
CFXUSDT,Vortex-Cross,W08,"Vortex(21) ATR×1.5",68,19.12,17.24,1.21,0.27,69.47,24.29
CFXUSDT,Vortex-Cross,W09,"Vortex(21) ATR×2.5",78,23.08,-38.59,0.24,-5.01,40.19,6.31
CFXUSDT,Vortex-Cross,W10,"Vortex(21) ATR×1.5",60,26.67,-12.28,0.56,-1.48,20.13,11.40
CFXUSDT,Vortex-Cross,W11,"Vortex(21) ATR×2.5",63,22.22,-9.04,0.76,-0.52,22.37,15.89
CFXUSDT,Vortex-Cross,W12,"Vortex(21) ATR×2.0",58,15.52,-16.61,0.60,-1.39,21.53,9.84
CFXUSDT,Vortex-Cross,W13,"Vortex(21) ATR×2.0",89,19.10,-20.64,0.65,-1.27,22.63,11.43
CFXUSDT,PSAR-Trail,W01,"PSAR(0.01/0.02/0.2) ATR×1.5",65,29.23,-18.11,0.68,-1.11,19.34,14.30
CFXUSDT,PSAR-Trail,W02,"PSAR(0.02/0.015/0.3) ATR×1.5",66,27.27,-19.66,0.62,-1.49,21.36,11.92
CFXUSDT,PSAR-Trail,W03,"PSAR(0.02/0.02/0.3) ATR×1.5",62,29.03,-16.94,0.55,-1.96,17.60,9.82
CFXUSDT,PSAR-Trail,W04,"PSAR(0.01/0.02/0.3) ATR×2.0",69,26.09,-28.99,0.56,-1.93,28.99,9.45
CFXUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.2) ATR×2.5",61,24.59,-16.93,0.65,-1.36,27.43,12.13
CFXUSDT,PSAR-Trail,W06,"PSAR(0.01/0.02/0.3) ATR×2.5",70,27.14,-24.96,0.53,-1.93,27.34,9.46
CFXUSDT,PSAR-Trail,W07,"PSAR(0.01/0.015/0.2) ATR×2.0",51,23.53,-12.72,0.72,-0.68,16.76,15.23
CFXUSDT,PSAR-Trail,W08,"PSAR(0.02/0.015/0.3) ATR×2.0",52,34.62,31.22,1.40,0.53,52.43,33.23
CFXUSDT,PSAR-Trail,W09,"PSAR(0.02/0.015/0.3) ATR×2.5",54,25.93,-26.61,0.43,-2.55,34.75,8.18
CFXUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.3) ATR×2.5",49,26.53,-22.24,0.43,-2.40,25.96,8.30
CFXUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.2) ATR×2.5",54,18.52,-23.01,0.41,-1.74,29.87,7.63
CFXUSDT,PSAR-Trail,W12,"PSAR(0.01/0.02/0.3) ATR×2.0",56,23.21,-30.08,0.44,-2.63,30.08,7.73
CFXUSDT,PSAR-Trail,W13,"PSAR(0.01/0.02/0.3) ATR×2.0",63,20.63,-45.06,0.38,-2.81,45.92,6.81
DOGEUSDT,TripleEMA-MTF,W01,"EMA(9/34/89) ATR×2.0",7,14.29,-1.34,0.82,-0.20,4.07,16.08
DOGEUSDT,TripleEMA-MTF,W02,"EMA(5/21/55) ATR×3.0",21,23.81,-7.20,0.60,-0.93,7.20,13.43
DOGEUSDT,TripleEMA-MTF,W03,"EMA(5/21/55) ATR×3.0",21,4.76,-14.87,0.11,-5.00,14.87,1.69
DOGEUSDT,TripleEMA-MTF,W04,"EMA(9/21/89) ATR×1.5",13,15.38,-1.69,0.78,-0.26,4.75,15.78
DOGEUSDT,TripleEMA-MTF,W05,"EMA(13/34/89) ATR×3.0",13,30.77,1.79,1.16,0.20,9.51,24.79
DOGEUSDT,TripleEMA-MTF,W06,"EMA(13/34/89) ATR×3.0",16,25.00,-4.73,0.64,-0.72,6.66,14.82
DOGEUSDT,TripleEMA-MTF,W07,"EMA(13/21/89) ATR×1.5",22,22.73,-13.64,0.16,-3.87,13.64,5.67
DOGEUSDT,TripleEMA-MTF,W08,"EMA(9/21/55) ATR×3.0",23,21.74,-16.69,0.15,-3.20,16.99,5.41
DOGEUSDT,TripleEMA-MTF,W09,"EMA(13/34/89) ATR×2.0",8,12.50,-6.02,0.14,-2.74,6.02,3.51
DOGEUSDT,TripleEMA-MTF,W10,"EMA(9/34/55) ATR×3.0",19,36.84,-5.16,0.60,-0.94,7.14,15.99
DOGEUSDT,TripleEMA-MTF,W11,"EMA(13/21/89) ATR×3.0",12,16.67,-9.51,0.06,-4.09,9.51,3.74
DOGEUSDT,TripleEMA-MTF,W12,"EMA(9/34/89) ATR×1.5",12,25.00,-3.17,0.62,-0.58,8.24,15.28
DOGEUSDT,TripleEMA-MTF,W13,"EMA(5/21/55) ATR×3.0",21,23.81,-10.60,0.50,-1.15,15.77,11.79
DOGEUSDT,Supertrend-MTF,W01,"ST(14,2.0) ATR×2.5",12,16.67,-3.57,0.73,-0.34,6.86,15.38
DOGEUSDT,Supertrend-MTF,W02,"ST(14,2.0) ATR×2.5",18,33.33,10.23,1.72,0.66,7.28,35.50
DOGEUSDT,Supertrend-MTF,W03,"ST(10,2.0) ATR×1.5",16,37.50,-1.72,0.75,-0.42,5.28,19.34
DOGEUSDT,Supertrend-MTF,W04,"ST(10,2.0) ATR×1.5",22,27.27,7.69,1.53,0.69,7.80,30.86
DOGEUSDT,Supertrend-MTF,W05,"ST(10,3.0) ATR×2.5",11,36.36,-0.21,0.98,-0.02,5.64,22.35
DOGEUSDT,Supertrend-MTF,W06,"ST(10,2.0) ATR×2.0",26,30.77,-12.00,0.41,-1.93,12.83,9.31
DOGEUSDT,Supertrend-MTF,W07,"ST(7,2.0) ATR×2.5",24,29.17,9.15,1.62,0.69,7.01,32.21
DOGEUSDT,Supertrend-MTF,W08,"ST(10,3.0) ATR×2.0",13,46.15,0.03,1.00,0.01,6.39,24.64
DOGEUSDT,Supertrend-MTF,W09,"ST(14,3.0) ATR×2.0",11,36.36,-7.16,0.11,-3.10,7.16,8.03
DOGEUSDT,Supertrend-MTF,W10,"ST(10,3.0) ATR×2.0",14,28.57,-5.38,0.52,-1.08,7.54,13.17
DOGEUSDT,Supertrend-MTF,W11,"ST(10,2.0) ATR×2.5",20,25.00,-5.91,0.65,-0.61,11.61,15.32
DOGEUSDT,Supertrend-MTF,W12,"ST(7,3.0) ATR×1.5",10,20.00,-2.31,0.70,-0.39,6.27,15.57
DOGEUSDT,Supertrend-MTF,W13,"ST(14,3.0) ATR×2.5",17,35.29,-6.47,0.67,-0.69,13.46,17.20
DOGEUSDT,Donchian-MTF,W01,"Don(10) ATR×3.0",25,40.00,1.73,1.06,0.11,14.31,24.93
DOGEUSDT,Donchian-MTF,W02,"Don(10) ATR×3.0",28,50.00,12.18,1.55,0.94,14.75,37.44
DOGEUSDT,Donchian-MTF,W03,"Don(20) ATR×3.0",26,15.38,-12.85,0.53,-0.91,15.17,11.33
DOGEUSDT,Donchian-MTF,W04,"Don(55) ATR×3.0",19,31.58,7.28,1.31,0.39,14.17,29.27
DOGEUSDT,Donchian-MTF,W05,"Don(55) ATR×3.0",17,35.29,-0.76,0.96,-0.06,9.41,21.86
DOGEUSDT,Donchian-MTF,W06,"Don(55) ATR×3.0",22,22.73,-14.08,0.40,-1.85,14.08,7.97
DOGEUSDT,Donchian-MTF,W07,"Don(20) ATR×3.0",23,39.13,4.39,1.22,0.31,10.25,27.86
DOGEUSDT,Donchian-MTF,W08,"Don(10) ATR×2.0",36,27.78,-18.74,0.38,-2.52,20.37,8.24
DOGEUSDT,Donchian-MTF,W09,"Don(10) ATR×2.0",35,22.86,-16.97,0.38,-2.49,17.59,7.22
DOGEUSDT,Donchian-MTF,W10,"Don(10) ATR×2.0",32,53.13,8.68,1.59,1.01,4.96,37.01
DOGEUSDT,Donchian-MTF,W11,"Don(20) ATR×3.0",22,36.36,-2.82,0.85,-0.27,10.71,20.42
DOGEUSDT,Donchian-MTF,W12,"Don(55) ATR×3.0",14,35.71,11.21,1.86,0.54,8.27,38.74
DOGEUSDT,Donchian-MTF,W13,"Don(55) ATR×3.0",20,25.00,-14.98,0.30,-2.25,14.98,7.08
DOGEUSDT,HullMA-Cross,W01,"Hull(21/34) ATR×2.5",57,35.09,-8.98,0.81,-0.61,13.04,18.46
DOGEUSDT,HullMA-Cross,W02,"Hull(21/55) ATR×1.5",44,40.91,2.59,1.11,0.25,6.15,25.92
DOGEUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×1.5",54,31.48,-12.50,0.56,-1.84,16.51,10.85
DOGEUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×1.5",62,35.48,-12.05,0.71,-1.01,24.48,16.20
DOGEUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×1.5",63,25.40,-13.83,0.57,-1.69,13.83,10.36
DOGEUSDT,HullMA-Cross,W06,"Hull(21/34) ATR×1.5",69,18.84,-33.86,0.21,-5.59,33.86,5.22
DOGEUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.5",42,40.48,21.05,1.95,1.51,9.36,41.41
DOGEUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",44,36.36,-13.41,0.61,-1.35,18.26,14.28
DOGEUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",37,29.73,-6.22,0.76,-0.65,11.97,16.90
DOGEUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",50,24.00,-16.32,0.59,-1.49,17.39,11.06
DOGEUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.0",48,27.08,-10.45,0.61,-1.32,12.51,12.50
DOGEUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×2.0",39,33.33,-2.71,0.88,-0.29,7.12,19.96
DOGEUSDT,HullMA-Cross,W13,"Hull(21/55) ATR×2.0",42,23.81,-9.91,0.72,-0.76,10.20,14.95
DOGEUSDT,Vortex-Cross,W01,"Vortex(28) ATR×2.0",65,27.69,-22.98,0.48,-1.95,24.77,9.13
DOGEUSDT,Vortex-Cross,W02,"Vortex(14) ATR×2.5",90,33.33,3.93,1.09,0.25,12.42,24.10
DOGEUSDT,Vortex-Cross,W03,"Vortex(14) ATR×2.5",92,18.48,-37.05,0.31,-4.22,37.50,5.87
DOGEUSDT,Vortex-Cross,W04,"Vortex(14) ATR×1.5",95,26.32,-13.72,0.72,-1.01,21.89,14.43
DOGEUSDT,Vortex-Cross,W05,"Vortex(14) ATR×1.5",85,25.88,-17.49,0.55,-1.96,20.87,9.21
DOGEUSDT,Vortex-Cross,W06,"Vortex(14) ATR×1.5",84,15.48,-30.20,0.31,-3.58,34.34,5.27
DOGEUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.0",57,17.54,-5.71,0.82,-0.41,20.45,15.89
DOGEUSDT,Vortex-Cross,W08,"Vortex(14) ATR×2.0",89,28.09,-24.17,0.54,-2.12,27.18,9.41
DOGEUSDT,Vortex-Cross,W09,"Vortex(28) ATR×2.0",69,24.64,-17.11,0.57,-1.64,22.24,10.43
DOGEUSDT,Vortex-Cross,W10,"Vortex(28) ATR×2.0",63,23.81,-4.95,0.83,-0.52,7.46,16.71
DOGEUSDT,Vortex-Cross,W11,"Vortex(28) ATR×2.0",47,19.15,-16.08,0.36,-2.13,19.36,6.34
DOGEUSDT,Vortex-Cross,W12,"Vortex(21) ATR×2.0",74,21.62,-38.31,0.21,-4.97,38.56,5.80
DOGEUSDT,Vortex-Cross,W13,"Vortex(21) ATR×2.0",72,16.67,-22.74,0.48,-1.99,22.74,6.72
DOGEUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.2) ATR×2.0",52,25.00,-19.00,0.63,-1.13,19.00,13.03
DOGEUSDT,PSAR-Trail,W02,"PSAR(0.02/0.015/0.2) ATR×1.5",61,29.51,-9.99,0.79,-0.67,12.77,16.96
DOGEUSDT,PSAR-Trail,W03,"PSAR(0.02/0.015/0.3) ATR×1.5",57,26.32,-18.15,0.53,-1.95,20.98,9.21
DOGEUSDT,PSAR-Trail,W04,"PSAR(0.01/0.015/0.2) ATR×1.5",55,34.55,-11.78,0.71,-0.89,20.68,16.51
DOGEUSDT,PSAR-Trail,W05,"PSAR(0.01/0.015/0.2) ATR×1.5",47,40.43,3.91,1.18,0.42,7.25,27.28
DOGEUSDT,PSAR-Trail,W06,"PSAR(0.01/0.015/0.2) ATR×1.5",57,29.82,-9.59,0.73,-0.85,19.87,15.87
DOGEUSDT,PSAR-Trail,W07,"PSAR(0.01/0.015/0.2) ATR×2.0",53,33.96,2.04,1.05,0.12,14.78,23.37
DOGEUSDT,PSAR-Trail,W08,"PSAR(0.02/0.015/0.2) ATR×2.5",64,29.69,-19.86,0.62,-1.61,20.28,11.88
DOGEUSDT,PSAR-Trail,W09,"PSAR(0.01/0.02/0.3) ATR×2.5",68,22.06,-39.22,0.37,-3.61,39.54,7.03
DOGEUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.2) ATR×2.5",47,36.17,-1.74,0.94,-0.16,12.04,21.49
DOGEUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.2) ATR×2.5",56,30.36,-14.68,0.61,-1.26,17.81,13.44
DOGEUSDT,PSAR-Trail,W12,"PSAR(0.01/0.015/0.2) ATR×2.5",48,22.92,-11.61,0.70,-0.82,18.72,14.37
DOGEUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.2) ATR×2.5",52,19.23,-37.97,0.28,-3.60,37.97,5.82
ENAUSDT,TripleEMA-MTF,W01,"EMA(13/34/55) ATR×2.0",8,37.50,-2.43,0.56,-0.67,2.84,16.95
ENAUSDT,TripleEMA-MTF,W02,"EMA(13/34/89) ATR×2.0",10,30.00,-8.50,0.25,-1.99,10.05,7.77
ENAUSDT,TripleEMA-MTF,W03,"EMA(9/21/55) ATR×1.5",18,27.78,-12.46,0.21,-2.96,12.52,7.05
ENAUSDT,TripleEMA-MTF,W04,"EMA(13/34/55) ATR×2.0",12,41.67,-8.51,0.38,-1.38,11.79,13.58
ENAUSDT,TripleEMA-MTF,W05,"EMA(9/34/55) ATR×2.0",19,15.79,-12.68,0.36,-1.99,17.61,5.70
ENAUSDT,TripleEMA-MTF,W06,"EMA(13/21/89) ATR×2.5",21,19.05,-17.77,0.36,-2.04,17.77,6.31
ENAUSDT,TripleEMA-MTF,W07,"EMA(9/21/55) ATR×2.5",21,23.81,-4.33,0.78,-0.39,8.09,16.91
ENAUSDT,TripleEMA-MTF,W08,"EMA(13/34/89) ATR×3.0",15,46.67,11.22,1.67,0.79,7.89,40.13
ENAUSDT,TripleEMA-MTF,W09,"EMA(13/34/55) ATR×3.0",18,16.67,-17.61,0.36,-1.61,20.38,7.49
ENAUSDT,TripleEMA-MTF,W10,"EMA(13/34/55) ATR×3.0",13,15.38,-13.22,0.18,-3.03,16.03,4.30
ENAUSDT,TripleEMA-MTF,W11,"EMA(5/34/55) ATR×2.0",21,23.81,-9.85,0.40,-1.78,10.77,8.45
ENAUSDT,TripleEMA-MTF,W12,"EMA(9/34/55) ATR×2.5",12,33.33,8.18,1.53,0.48,5.38,34.54
ENAUSDT,TripleEMA-MTF,W13,"EMA(13/34/89) ATR×3.0",18,27.78,-13.55,0.29,-2.20,17.09,7.56
ENAUSDT,Supertrend-MTF,W01,"ST(10,2.0) ATR×1.5",18,33.33,-8.23,0.48,-1.16,9.90,13.51
ENAUSDT,Supertrend-MTF,W02,"ST(14,2.5) ATR×2.0",15,26.67,-7.95,0.56,-1.01,10.15,13.37
ENAUSDT,Supertrend-MTF,W03,"ST(14,2.0) ATR×2.0",19,26.32,-17.21,0.35,-1.76,18.54,8.73
ENAUSDT,Supertrend-MTF,W04,"ST(14,2.0) ATR×2.0",28,42.86,7.03,1.26,0.46,16.74,30.14
ENAUSDT,Supertrend-MTF,W05,"ST(14,2.0) ATR×2.0",19,21.05,-15.64,0.23,-2.67,18.57,5.85
ENAUSDT,Supertrend-MTF,W06,"ST(7,2.5) ATR×1.5",17,23.53,-15.02,0.11,-3.99,15.80,5.49
ENAUSDT,Supertrend-MTF,W07,"ST(7,2.0) ATR×2.5",26,23.08,-2.76,0.91,-0.17,15.44,18.60
ENAUSDT,Supertrend-MTF,W08,"ST(14,2.0) ATR×2.5",19,21.05,-29.47,0.30,-2.51,38.30,6.34
ENAUSDT,Supertrend-MTF,W09,"ST(14,3.0) ATR×2.5",8,0.00,-11.20,0.00,-5.83,11.20,0.00
ENAUSDT,Supertrend-MTF,W10,"ST(14,3.0) ATR×2.5",11,27.27,-3.39,0.75,-0.35,13.84,17.63
ENAUSDT,Supertrend-MTF,W11,"ST(14,3.0) ATR×1.5",12,33.33,-3.68,0.50,-1.12,3.68,13.79
ENAUSDT,Supertrend-MTF,W12,"ST(14,3.0) ATR×2.5",9,55.56,40.81,10.21,1.77,2.65,81.82
ENAUSDT,Supertrend-MTF,W13,"ST(14,3.0) ATR×2.5",16,50.00,-5.24,0.66,-0.64,10.57,20.28
ENAUSDT,Donchian-MTF,W01,"Don(55) ATR×3.0",17,23.53,-19.10,0.46,-1.16,27.42,11.44
ENAUSDT,Donchian-MTF,W02,"Don(20) ATR×3.0",23,30.43,1.44,1.04,0.07,22.00,22.63
ENAUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",16,31.25,-4.87,0.81,-0.29,9.76,19.04
ENAUSDT,Donchian-MTF,W04,"Don(55) ATR×3.0",18,38.89,9.98,1.33,0.39,13.35,32.59
ENAUSDT,Donchian-MTF,W05,"Don(55) ATR×3.0",21,19.05,-14.01,0.65,-0.67,25.94,13.90
ENAUSDT,Donchian-MTF,W06,"Don(55) ATR×2.5",21,19.05,-15.31,0.50,-1.24,15.63,10.47
ENAUSDT,Donchian-MTF,W07,"Don(55) ATR×2.5",22,36.36,-1.98,0.92,-0.15,14.14,21.38
ENAUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",19,42.11,-1.17,0.97,-0.06,13.24,23.30
ENAUSDT,Donchian-MTF,W09,"Don(20) ATR×3.0",24,29.17,-14.14,0.60,-0.93,26.59,14.49
ENAUSDT,Donchian-MTF,W10,"Don(20) ATR×3.0",26,15.38,-27.21,0.19,-3.75,27.39,4.41
ENAUSDT,Donchian-MTF,W11,"Don(20) ATR×2.5",25,24.00,-13.12,0.52,-1.33,17.23,11.25
ENAUSDT,Donchian-MTF,W12,"Don(55) ATR×2.5",13,38.46,17.38,2.34,0.95,11.79,49.72
ENAUSDT,Donchian-MTF,W13,"Don(55) ATR×2.5",22,22.73,-19.55,0.42,-1.70,23.95,8.75
ENAUSDT,HullMA-Cross,W01,"Hull(21/55) ATR×1.5",44,22.73,-13.49,0.69,-0.82,31.53,14.31
ENAUSDT,HullMA-Cross,W02,"Hull(21/34) ATR×1.5",55,30.91,-19.69,0.58,-1.23,29.84,13.49
ENAUSDT,HullMA-Cross,W03,"Hull(16/55) ATR×1.5",53,30.19,-14.24,0.64,-1.26,17.43,13.58
ENAUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×2.0",60,35.00,-7.37,0.87,-0.42,16.71,19.65
ENAUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×2.5",62,41.94,-0.97,0.98,-0.05,19.64,23.38
ENAUSDT,HullMA-Cross,W06,"Hull(21/55) ATR×1.5",52,25.00,-10.56,0.71,-0.76,21.17,15.13
ENAUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×1.5",56,33.93,-10.34,0.74,-0.83,17.82,16.84
ENAUSDT,HullMA-Cross,W08,"Hull(9/55) ATR×2.5",66,37.88,-16.18,0.81,-0.56,30.40,19.24
ENAUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",44,34.09,-4.84,0.90,-0.25,17.64,20.39
ENAUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.0",47,21.28,-20.29,0.53,-1.60,31.13,9.65
ENAUSDT,HullMA-Cross,W11,"Hull(16/55) ATR×2.5",55,32.73,-13.09,0.65,-1.28,17.66,14.09
ENAUSDT,HullMA-Cross,W12,"Hull(16/55) ATR×2.5",51,41.18,16.78,1.48,1.00,13.24,34.36
ENAUSDT,HullMA-Cross,W13,"Hull(16/55) ATR×2.5",52,26.92,-32.58,0.45,-2.22,41.02,8.51
ENAUSDT,Vortex-Cross,W01,"Vortex(14) ATR×1.5",89,25.84,-26.38,0.61,-1.63,33.12,10.97
ENAUSDT,Vortex-Cross,W02,"Vortex(14) ATR×1.5",80,26.25,-25.98,0.55,-1.48,33.16,11.23
ENAUSDT,Vortex-Cross,W03,"Vortex(28) ATR×2.0",69,21.74,-31.82,0.42,-2.64,33.03,7.32
ENAUSDT,Vortex-Cross,W04,"Vortex(14) ATR×1.5",97,34.02,-10.23,0.84,-0.60,14.48,18.54
ENAUSDT,Vortex-Cross,W05,"Vortex(28) ATR×2.5",67,20.90,-28.02,0.42,-2.56,28.40,7.13
ENAUSDT,Vortex-Cross,W06,"Vortex(28) ATR×2.0",75,24.00,-27.29,0.49,-1.95,33.65,8.42
ENAUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.0",65,24.62,-25.88,0.39,-2.36,28.37,7.67
ENAUSDT,Vortex-Cross,W08,"Vortex(21) ATR×2.5",72,27.78,2.67,1.04,0.10,20.65,21.94
ENAUSDT,Vortex-Cross,W09,"Vortex(21) ATR×2.5",87,26.44,-11.12,0.82,-0.55,27.49,17.10
ENAUSDT,Vortex-Cross,W10,"Vortex(21) ATR×2.5",70,22.86,-24.42,0.50,-1.98,28.00,8.14
ENAUSDT,Vortex-Cross,W11,"Vortex(21) ATR×2.5",62,25.81,-15.05,0.68,-1.13,20.69,13.53
ENAUSDT,Vortex-Cross,W12,"Vortex(21) ATR×2.5",62,27.42,-8.53,0.83,-0.40,21.02,17.92
ENAUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.5",57,35.09,6.42,1.16,0.36,12.71,26.10
ENAUSDT,PSAR-Trail,W01,"PSAR(0.02/0.015/0.3) ATR×2.5",64,28.13,-25.75,0.63,-1.33,30.16,12.85
ENAUSDT,PSAR-Trail,W02,"PSAR(0.02/0.015/0.2) ATR×2.5",68,26.47,-39.07,0.47,-2.24,39.07,8.61
ENAUSDT,PSAR-Trail,W03,"PSAR(0.02/0.02/0.2) ATR×2.5",72,36.11,-9.55,0.85,-0.49,19.41,19.49
ENAUSDT,PSAR-Trail,W04,"PSAR(0.02/0.02/0.2) ATR×2.0",77,28.57,-11.87,0.85,-0.50,22.23,17.95
ENAUSDT,PSAR-Trail,W05,"PSAR(0.02/0.02/0.2) ATR×2.0",77,33.77,-2.83,0.96,-0.14,20.36,21.20
ENAUSDT,PSAR-Trail,W06,"PSAR(0.01/0.02/0.3) ATR×2.5",67,29.85,-9.34,0.84,-0.48,27.07,18.14
ENAUSDT,PSAR-Trail,W07,"PSAR(0.01/0.02/0.2) ATR×2.5",68,26.47,-34.90,0.52,-1.94,35.61,9.23
ENAUSDT,PSAR-Trail,W08,"PSAR(0.01/0.02/0.2) ATR×2.5",66,33.33,-47.62,0.59,-1.81,58.10,11.59
ENAUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.3) ATR×1.5",58,27.59,-18.91,0.68,-1.11,34.56,13.97
ENAUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.3) ATR×1.5",59,11.86,-45.02,0.26,-4.63,45.47,4.18
ENAUSDT,PSAR-Trail,W11,"PSAR(0.02/0.02/0.3) ATR×1.5",69,27.54,-21.64,0.52,-2.30,24.94,9.18
ENAUSDT,PSAR-Trail,W12,"PSAR(0.02/0.02/0.3) ATR×2.0",73,27.40,-8.06,0.88,-0.40,32.70,18.28
ENAUSDT,PSAR-Trail,W13,"PSAR(0.02/0.02/0.2) ATR×2.0",78,34.62,-21.97,0.67,-1.43,26.13,13.95
ETHUSDT,TripleEMA-MTF,W01,"EMA(13/34/89) ATR×2.0",12,41.67,-0.77,0.91,-0.11,4.36,22.57
ETHUSDT,TripleEMA-MTF,W02,"EMA(13/34/89) ATR×2.0",9,44.44,2.11,1.37,0.37,2.08,30.67
