Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Score
SOLUSDT,Vortex-Cross,W09,"Vortex(28) ATR×1.5",55,29.09,-7.07,0.72,-0.95,10.96,15.26
SOLUSDT,Vortex-Cross,W10,"Vortex(28) ATR×1.5",65,29.23,-8.77,0.67,-1.18,9.31,14.01
SOLUSDT,Vortex-Cross,W11,"Vortex(28) ATR×1.5",50,26.00,-9.70,0.55,-1.70,11.37,10.28
SOLUSDT,Vortex-Cross,W12,"Vortex(28) ATR×1.5",64,21.88,-14.03,0.54,-1.74,15.46,9.27
SOLUSDT,Vortex-Cross,W13,"Vortex(28) ATR×1.5",60,18.33,-25.42,0.36,-3.22,25.42,6.17
SOLUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.2) ATR×1.5",52,26.92,-12.15,0.74,-0.80,15.14,15.58
SOLUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.2) ATR×1.5",54,27.78,-13.27,0.69,-1.08,19.64,14.22
SOLUSDT,PSAR-Trail,W03,"PSAR(0.02/0.015/0.2) ATR×1.5",65,20.00,-24.12,0.50,-2.16,34.65,7.47
SOLUSDT,PSAR-Trail,W04,"PSAR(0.01/0.015/0.2) ATR×1.5",60,25.00,-23.98,0.41,-2.97,24.41,7.86
SOLUSDT,PSAR-Trail,W05,"PSAR(0.02/0.02/0.2) ATR×2.0",70,30.00,-8.71,0.72,-1.04,15.95,15.06
SOLUSDT,PSAR-Trail,W06,"PSAR(0.01/0.02/0.2) ATR×2.0",72,23.61,-29.28,0.46,-2.30,32.84,7.96
SOLUSDT,PSAR-Trail,W07,"PSAR(0.02/0.015/0.3) ATR×2.0",67,13.43,-28.84,0.39,-3.09,28.84,5.41
SOLUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.2) ATR×2.5",63,33.33,-14.26,0.68,-1.22,18.86,14.68
SOLUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.2) ATR×2.5",58,34.48,-18.08,0.59,-1.70,27.89,12.24
SOLUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.2) ATR×2.5",43,23.26,-12.55,0.55,-1.53,15.41,10.44
SOLUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.3) ATR×2.5",54,25.93,-17.13,0.49,-1.85,19.99,9.25
SOLUSDT,PSAR-Trail,W12,"PSAR(0.01/0.015/0.3) ATR×2.5",51,29.41,-18.94,0.61,-1.38,27.60,12.70
SOLUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.3) ATR×2.5",54,14.81,-34.04,0.38,-2.74,34.04,5.63
SUIUSDT,TripleEMA-MTF,W01,"EMA(9/34/89) ATR×2.5",11,18.18,0.82,1.06,0.07,6.92,20.38
SUIUSDT,TripleEMA-MTF,W02,"EMA(9/34/89) ATR×2.5",13,30.77,4.02,1.37,0.33,5.77,28.50
SUIUSDT,TripleEMA-MTF,W03,"EMA(5/21/89) ATR×3.0",21,14.29,-8.97,0.66,-0.64,20.93,13.17
SUIUSDT,TripleEMA-MTF,W04,"EMA(13/21/55) ATR×3.0",13,15.38,-13.18,0.21,-2.72,13.18,4.52
SUIUSDT,TripleEMA-MTF,W05,"EMA(13/21/55) ATR×3.0",17,41.18,10.88,1.99,1.02,5.49,41.16
SUIUSDT,TripleEMA-MTF,W06,"EMA(9/21/55) ATR×3.0",20,30.00,6.55,1.45,0.64,8.35,30.41
SUIUSDT,TripleEMA-MTF,W07,"EMA(13/21/89) ATR×2.5",23,17.39,-8.94,0.58,-0.88,15.32,12.18
SUIUSDT,TripleEMA-MTF,W08,"EMA(13/34/89) ATR×2.5",8,12.50,-7.56,0.03,-3.53,7.83,2.74
SUIUSDT,TripleEMA-MTF,W09,"EMA(9/34/89) ATR×1.5",18,33.33,2.81,1.33,0.46,2.17,27.82
SUIUSDT,TripleEMA-MTF,W10,"EMA(9/34/55) ATR×1.5",15,53.33,2.41,1.61,0.69,2.93,34.76
SUIUSDT,TripleEMA-MTF,W11,"EMA(13/34/89) ATR×1.5",5,20.00,-1.63,0.11,-1.88,1.83,5.24
SUIUSDT,TripleEMA-MTF,W12,"EMA(9/34/55) ATR×1.5",7,14.29,-7.08,0.03,-4.37,7.30,3.06
SUIUSDT,TripleEMA-MTF,W13,"EMA(5/21/89) ATR×2.5",31,41.94,4.46,1.21,0.39,10.79,28.25
SUIUSDT,Supertrend-MTF,W01,"ST(10,2.0) ATR×2.5",9,11.11,-19.60,0.00,-3.95,19.60,2.25
SUIUSDT,Supertrend-MTF,W02,"ST(10,2.5) ATR×2.5",16,18.75,-11.58,0.39,-1.58,11.58,8.21
SUIUSDT,Supertrend-MTF,W03,"ST(7,3.0) ATR×2.0",12,16.67,-9.13,0.35,-1.52,10.09,7.75
SUIUSDT,Supertrend-MTF,W04,"ST(7,3.0) ATR×2.5",12,25.00,-10.00,0.33,-1.86,10.40,7.88
SUIUSDT,Supertrend-MTF,W05,"ST(14,2.5) ATR×1.5",16,37.50,1.82,1.19,0.24,5.60,26.30
SUIUSDT,Supertrend-MTF,W06,"ST(10,3.0) ATR×2.5",16,43.75,11.04,1.90,1.08,4.96,41.81
SUIUSDT,Supertrend-MTF,W07,"ST(14,2.5) ATR×2.5",18,22.22,7.60,1.42,0.51,11.40,29.02
SUIUSDT,Supertrend-MTF,W08,"ST(14,2.5) ATR×2.5",18,38.89,-6.24,0.59,-0.96,7.30,16.21
SUIUSDT,Supertrend-MTF,W09,"ST(14,2.5) ATR×2.5",20,25.00,-14.69,0.24,-3.17,14.69,6.70
SUIUSDT,Supertrend-MTF,W10,"ST(10,2.0) ATR×1.5",23,43.48,2.94,1.41,0.67,2.75,30.97
SUIUSDT,Supertrend-MTF,W11,"ST(10,2.0) ATR×1.5",24,29.17,-8.08,0.29,-2.60,8.82,7.85
SUIUSDT,Supertrend-MTF,W12,"ST(14,2.0) ATR×2.0",14,28.57,-2.65,0.78,-0.33,6.89,18.09
SUIUSDT,Supertrend-MTF,W13,"ST(10,3.0) ATR×2.5",11,45.45,4.10,1.34,0.40,9.81,32.19
SUIUSDT,Donchian-MTF,W01,"Don(20) ATR×2.5",23,30.43,1.43,1.05,0.07,17.47,22.67
SUIUSDT,Donchian-MTF,W02,"Don(55) ATR×2.5",25,20.00,-18.59,0.46,-1.44,25.14,9.51
SUIUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",13,46.15,30.55,2.98,1.06,7.45,62.88
SUIUSDT,Donchian-MTF,W04,"Don(55) ATR×3.0",15,20.00,-5.12,0.74,-0.33,9.59,16.12
SUIUSDT,Donchian-MTF,W05,"Don(55) ATR×3.0",17,41.18,-7.66,0.53,-1.14,8.34,15.48
SUIUSDT,Donchian-MTF,W06,"Don(55) ATR×3.0",16,37.50,-0.96,0.92,-0.15,6.55,21.66
SUIUSDT,Donchian-MTF,W07,"Don(20) ATR×3.0",23,39.13,2.55,1.11,0.20,7.78,25.88
SUIUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",23,39.13,-9.46,0.61,-0.97,10.76,16.37
SUIUSDT,Donchian-MTF,W09,"Don(20) ATR×3.0",28,21.43,-17.01,0.45,-1.71,18.06,8.62
SUIUSDT,Donchian-MTF,W10,"Don(10) ATR×2.5",39,25.64,-11.18,0.54,-1.57,14.72,10.67
SUIUSDT,Donchian-MTF,W11,"Don(10) ATR×3.0",32,21.88,-12.75,0.54,-1.41,15.13,10.61
SUIUSDT,Donchian-MTF,W12,"Don(10) ATR×2.0",29,44.83,22.19,2.08,1.00,5.11,43.69
SUIUSDT,Donchian-MTF,W13,"Don(20) ATR×3.0",24,29.17,-9.85,0.64,-0.84,16.66,15.19
SUIUSDT,HullMA-Cross,W01,"Hull(21/55) ATR×2.5",46,39.13,-0.37,0.99,-0.02,14.74,23.00
SUIUSDT,HullMA-Cross,W02,"Hull(21/55) ATR×2.5",37,35.14,-5.61,0.83,-0.39,11.68,19.55
SUIUSDT,HullMA-Cross,W03,"Hull(21/55) ATR×2.5",42,19.05,-23.08,0.51,-1.43,29.04,9.74
SUIUSDT,HullMA-Cross,W04,"Hull(21/55) ATR×1.5",48,25.00,-21.95,0.40,-2.67,27.93,7.82
SUIUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×2.5",58,43.10,-3.65,0.86,-0.43,9.28,21.22
SUIUSDT,HullMA-Cross,W06,"Hull(21/34) ATR×2.5",57,31.58,-15.70,0.64,-1.11,19.44,14.51
SUIUSDT,HullMA-Cross,W07,"Hull(21/34) ATR×2.5",66,22.73,-24.76,0.50,-2.03,32.07,8.06
SUIUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",42,47.62,7.06,1.32,0.67,5.36,31.54
SUIUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×1.5",40,32.50,-1.50,0.92,-0.19,8.96,20.46
SUIUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×1.5",42,30.95,-2.86,0.84,-0.43,5.38,18.59
SUIUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.5",52,25.00,-24.14,0.35,-2.86,26.11,7.48
SUIUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×1.5",40,27.50,4.79,1.18,0.27,7.71,24.41
SUIUSDT,HullMA-Cross,W13,"Hull(9/55) ATR×2.0",70,22.86,-32.40,0.49,-2.36,36.97,7.98
SUIUSDT,Vortex-Cross,W01,"Vortex(21) ATR×2.5",74,29.73,-3.20,0.94,-0.16,31.03,20.16
SUIUSDT,Vortex-Cross,W02,"Vortex(21) ATR×2.5",49,18.37,-13.52,0.67,-0.86,19.62,13.15
SUIUSDT,Vortex-Cross,W03,"Vortex(14) ATR×2.5",90,12.22,-55.25,0.23,-4.22,55.25,4.04
SUIUSDT,Vortex-Cross,W04,"Vortex(14) ATR×2.5",89,31.46,-26.20,0.52,-2.46,33.80,9.91
SUIUSDT,Vortex-Cross,W05,"Vortex(14) ATR×2.5",81,20.99,-18.53,0.59,-1.53,21.89,10.29
SUIUSDT,Vortex-Cross,W06,"Vortex(28) ATR×2.5",62,24.19,-10.08,0.75,-0.74,12.31,15.35
SUIUSDT,Vortex-Cross,W07,"Vortex(14) ATR×2.5",78,20.51,-11.27,0.78,-0.62,22.76,15.34
SUIUSDT,Vortex-Cross,W08,"Vortex(21) ATR×2.5",66,25.76,-20.32,0.54,-1.79,24.59,9.80
SUIUSDT,Vortex-Cross,W09,"Vortex(21) ATR×2.5",65,21.54,-18.02,0.53,-1.93,18.02,8.33
SUIUSDT,Vortex-Cross,W10,"Vortex(14) ATR×2.5",72,26.39,-13.92,0.55,-1.97,16.92,9.29
SUIUSDT,Vortex-Cross,W11,"Vortex(21) ATR×1.5",72,20.83,-20.01,0.40,-2.74,23.14,6.95
SUIUSDT,Vortex-Cross,W12,"Vortex(21) ATR×2.0",65,21.54,-27.65,0.37,-3.10,28.77,6.91
SUIUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.0",76,22.37,-18.84,0.65,-1.33,19.82,11.81
SUIUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.2) ATR×2.5",50,34.00,-6.75,0.87,-0.36,19.78,19.72
SUIUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.2) ATR×2.5",58,39.66,-16.96,0.71,-1.03,25.13,16.92
SUIUSDT,PSAR-Trail,W03,"PSAR(0.01/0.015/0.3) ATR×2.5",57,21.05,-22.44,0.66,-1.13,34.17,12.46
SUIUSDT,PSAR-Trail,W04,"PSAR(0.02/0.015/0.3) ATR×2.5",54,33.33,-13.13,0.71,-1.05,13.34,15.61
SUIUSDT,PSAR-Trail,W05,"PSAR(0.02/0.015/0.3) ATR×2.5",62,33.87,-13.03,0.71,-1.01,18.03,15.83
SUIUSDT,PSAR-Trail,W06,"PSAR(0.02/0.015/0.2) ATR×2.5",71,30.99,-21.87,0.64,-1.40,24.05,13.16
SUIUSDT,PSAR-Trail,W07,"PSAR(0.01/0.02/0.3) ATR×2.5",64,21.88,-17.68,0.67,-1.11,18.44,12.80
SUIUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.3) ATR×2.0",52,30.77,-16.23,0.60,-1.40,17.55,12.86
SUIUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.3) ATR×2.0",53,30.19,-20.06,0.47,-2.27,20.36,9.35
SUIUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.3) ATR×1.5",50,30.00,-8.11,0.68,-1.10,9.89,14.52
SUIUSDT,PSAR-Trail,W11,"PSAR(0.02/0.015/0.2) ATR×1.5",63,25.40,-18.22,0.49,-2.29,19.41,8.53
SUIUSDT,PSAR-Trail,W12,"PSAR(0.01/0.015/0.2) ATR×1.5",50,32.00,2.57,1.07,0.14,16.78,23.29
SUIUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.3) ATR×2.0",55,27.27,-32.96,0.44,-2.40,43.19,8.56
TRBUSDT,TripleEMA-MTF,W01,"EMA(9/34/55) ATR×2.0",13,15.38,-10.50,0.39,-1.41,10.84,8.25
TRBUSDT,TripleEMA-MTF,W02,"EMA(13/34/55) ATR×3.0",20,10.00,-16.96,0.29,-2.31,21.93,4.00
TRBUSDT,TripleEMA-MTF,W03,"EMA(13/21/55) ATR×3.0",21,28.57,-15.08,0.29,-2.57,15.55,7.73
TRBUSDT,TripleEMA-MTF,W04,"EMA(9/34/89) ATR×1.5",18,16.67,-13.94,0.15,-3.98,13.94,4.37
TRBUSDT,TripleEMA-MTF,W05,"EMA(9/34/55) ATR×1.5",10,30.00,-7.87,0.32,-1.47,8.02,10.45
TRBUSDT,TripleEMA-MTF,W06,"EMA(13/34/89) ATR×3.0",10,20.00,-7.94,0.20,-2.35,7.94,5.43
TRBUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×3.0",8,37.50,4.85,1.84,0.59,3.39,37.23
TRBUSDT,TripleEMA-MTF,W08,"EMA(13/34/55) ATR×2.0",10,30.00,-6.71,0.17,-2.63,6.71,7.21
TRBUSDT,TripleEMA-MTF,W09,"EMA(13/34/55) ATR×2.0",11,9.09,-8.40,0.03,-5.10,8.40,2.01
TRBUSDT,TripleEMA-MTF,W10,"EMA(13/21/89) ATR×2.0",15,20.00,-3.86,0.52,-0.91,6.50,12.18
TRBUSDT,TripleEMA-MTF,W11,"EMA(5/34/89) ATR×2.0",23,26.09,-9.72,0.31,-2.38,11.16,7.38
TRBUSDT,TripleEMA-MTF,W12,"EMA(13/21/89) ATR×1.5",8,12.50,-0.75,0.89,-0.11,4.09,16.62
TRBUSDT,TripleEMA-MTF,W13,"EMA(9/21/89) ATR×2.0",24,12.50,-25.50,0.17,-2.82,25.50,3.70
TRBUSDT,Supertrend-MTF,W01,"ST(14,3.0) ATR×2.5",10,20.00,-9.70,0.38,-1.42,10.64,9.03
TRBUSDT,Supertrend-MTF,W02,"ST(14,3.0) ATR×2.5",16,25.00,-10.52,0.48,-1.13,16.09,12.00
TRBUSDT,Supertrend-MTF,W03,"ST(14,3.0) ATR×1.5",8,50.00,-0.97,0.74,-0.33,3.46,22.13
TRBUSDT,Supertrend-MTF,W04,"ST(14,3.0) ATR×1.5",13,30.77,-6.64,0.28,-2.01,8.09,8.12
TRBUSDT,Supertrend-MTF,W05,"ST(7,3.0) ATR×1.5",8,37.50,-4.51,0.16,-1.60,4.73,10.29
TRBUSDT,Supertrend-MTF,W06,"ST(14,3.0) ATR×2.0",11,36.36,-4.82,0.36,-1.48,5.48,11.99
TRBUSDT,Supertrend-MTF,W07,"ST(14,2.5) ATR×2.0",12,25.00,-5.11,0.52,-0.85,9.84,13.44
TRBUSDT,Supertrend-MTF,W08,"ST(14,2.5) ATR×1.5",24,20.83,-13.85,0.31,-2.45,14.14,6.35
TRBUSDT,Supertrend-MTF,W09,"ST(14,2.5) ATR×2.0",13,15.38,-7.76,0.21,-2.86,7.88,4.52
TRBUSDT,Supertrend-MTF,W10,"ST(14,3.0) ATR×2.0",10,0.00,-10.46,0.00,-7.02,10.46,0.00
TRBUSDT,Supertrend-MTF,W11,"ST(7,2.5) ATR×2.0",13,15.38,-9.94,0.04,-5.18,9.94,3.33
TRBUSDT,Supertrend-MTF,W12,"ST(10,2.0) ATR×1.5",10,40.00,6.10,1.76,0.73,3.25,37.80
TRBUSDT,Supertrend-MTF,W13,"ST(10,2.0) ATR×1.5",25,20.00,-35.35,0.17,-3.57,40.62,5.18
TRBUSDT,Donchian-MTF,W01,"Don(10) ATR×3.0",31,22.58,-20.14,0.53,-1.37,22.67,10.85
TRBUSDT,Donchian-MTF,W02,"Don(10) ATR×2.0",40,30.00,-15.51,0.65,-1.20,24.89,13.89
TRBUSDT,Donchian-MTF,W03,"Don(20) ATR×2.5",27,25.93,-22.39,0.28,-2.81,23.10,7.17
TRBUSDT,Donchian-MTF,W04,"Don(10) ATR×3.0",32,31.25,-5.09,0.87,-0.24,23.39,19.65
TRBUSDT,Donchian-MTF,W05,"Don(10) ATR×3.0",28,39.29,36.37,1.73,0.67,24.47,44.08
TRBUSDT,Donchian-MTF,W06,"Don(55) ATR×3.0",17,35.29,-6.16,0.70,-0.60,14.33,17.79
TRBUSDT,Donchian-MTF,W07,"Don(55) ATR×3.0",20,35.00,-1.48,0.92,-0.15,11.26,21.15
TRBUSDT,Donchian-MTF,W08,"Don(55) ATR×3.0",16,18.75,-19.47,0.34,-2.00,23.70,6.13
TRBUSDT,Donchian-MTF,W09,"Don(55) ATR×3.0",19,15.79,-12.54,0.46,-1.21,20.62,9.70
TRBUSDT,Donchian-MTF,W10,"Don(20) ATR×3.0",30,23.33,-23.15,0.25,-3.37,23.15,6.39
TRBUSDT,Donchian-MTF,W11,"Don(55) ATR×1.5",29,13.79,-10.98,0.43,-1.66,14.58,7.19
TRBUSDT,Donchian-MTF,W12,"Don(20) ATR×2.0",24,33.33,33.07,3.04,0.87,6.76,53.67
TRBUSDT,Donchian-MTF,W13,"Don(10) ATR×2.0",26,26.92,-15.32,0.61,-1.03,27.53,13.66
TRBUSDT,HullMA-Cross,W01,"Hull(16/55) ATR×2.0",57,29.82,-24.12,0.57,-1.72,30.94,11.11
TRBUSDT,HullMA-Cross,W02,"Hull(16/55) ATR×1.5",44,31.82,-7.35,0.81,-0.49,20.08,18.32
TRBUSDT,HullMA-Cross,W03,"Hull(16/34) ATR×1.5",76,23.68,-34.51,0.36,-3.80,34.51,7.23
TRBUSDT,HullMA-Cross,W04,"Hull(9/34) ATR×2.0",97,26.80,-44.24,0.42,-3.40,44.41,8.33
TRBUSDT,HullMA-Cross,W05,"Hull(9/34) ATR×2.5",83,32.53,3.19,1.04,0.11,16.10,22.97
TRBUSDT,HullMA-Cross,W06,"Hull(21/34) ATR×2.5",64,28.13,-32.40,0.41,-3.09,37.79,8.50
TRBUSDT,HullMA-Cross,W07,"Hull(21/34) ATR×2.5",62,30.65,-24.34,0.50,-2.11,25.92,9.60
TRBUSDT,HullMA-Cross,W08,"Hull(21/34) ATR×2.5",62,29.03,-30.25,0.42,-2.55,34.83,8.78
TRBUSDT,HullMA-Cross,W09,"Hull(16/55) ATR×2.5",56,25.00,-14.99,0.59,-1.46,19.00,11.37
TRBUSDT,HullMA-Cross,W10,"Hull(21/34) ATR×2.5",53,35.85,-8.92,0.68,-1.11,10.70,15.64
TRBUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.0",55,21.82,-17.61,0.45,-2.29,21.26,7.52
TRBUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×2.0",39,25.64,0.04,1.00,0.00,7.53,20.49
TRBUSDT,HullMA-Cross,W13,"Hull(9/55) ATR×2.0",74,25.68,-22.68,0.68,-0.85,40.60,14.65
TRBUSDT,Vortex-Cross,W01,"Vortex(28) ATR×2.0",70,24.29,-31.07,0.42,-2.33,31.07,7.78
TRBUSDT,Vortex-Cross,W02,"Vortex(14) ATR×2.0",98,22.45,-35.45,0.45,-2.72,44.26,7.67
TRBUSDT,Vortex-Cross,W03,"Vortex(14) ATR×1.5",100,19.00,-47.07,0.24,-6.05,47.20,5.47
TRBUSDT,Vortex-Cross,W04,"Vortex(14) ATR×1.5",112,23.21,-47.21,0.39,-3.99,47.62,7.34
TRBUSDT,Vortex-Cross,W05,"Vortex(21) ATR×2.5",66,22.73,-37.11,0.45,-2.31,41.87,7.72
TRBUSDT,Vortex-Cross,W06,"Vortex(28) ATR×1.5",59,16.95,-23.28,0.41,-2.25,23.76,6.29
TRBUSDT,Vortex-Cross,W07,"Vortex(28) ATR×1.5",64,15.63,-21.89,0.37,-2.77,21.89,5.74
TRBUSDT,Vortex-Cross,W08,"Vortex(14) ATR×1.5",99,20.20,-35.08,0.40,-3.47,35.08,6.87
TRBUSDT,Vortex-Cross,W09,"Vortex(14) ATR×1.5",89,28.09,-14.34,0.61,-1.45,20.93,12.16
TRBUSDT,Vortex-Cross,W10,"Vortex(14) ATR×2.0",77,23.38,-17.75,0.42,-2.85,17.78,7.65
TRBUSDT,Vortex-Cross,W11,"Vortex(14) ATR×1.5",102,13.73,-34.31,0.34,-4.30,36.89,5.13
TRBUSDT,Vortex-Cross,W12,"Vortex(28) ATR×2.5",48,35.42,7.46,1.25,0.60,8.07,28.25
TRBUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.5",70,20.00,-18.17,0.72,-0.72,25.31,14.38
TRBUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.3) ATR×2.0",52,26.92,-28.22,0.48,-2.09,28.86,8.72
TRBUSDT,PSAR-Trail,W02,"PSAR(0.01/0.02/0.3) ATR×2.0",71,33.80,-24.65,0.61,-1.69,28.72,12.29
TRBUSDT,PSAR-Trail,W03,"PSAR(0.01/0.02/0.3) ATR×2.0",63,19.05,-41.29,0.35,-3.40,41.63,6.25
TRBUSDT,PSAR-Trail,W04,"PSAR(0.01/0.02/0.3) ATR×2.0",66,24.24,-28.05,0.56,-1.72,28.44,9.97
TRBUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.2) ATR×2.0",50,46.00,68.76,2.45,1.74,14.52,55.72
TRBUSDT,PSAR-Trail,W06,"PSAR(0.01/0.015/0.2) ATR×2.0",54,22.22,-25.49,0.48,-1.97,27.83,7.89
TRBUSDT,PSAR-Trail,W07,"PSAR(0.01/0.015/0.2) ATR×2.5",57,22.81,-38.60,0.36,-3.22,38.60,7.10
TRBUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.2) ATR×2.0",63,33.33,-21.41,0.59,-1.63,28.96,12.33
TRBUSDT,PSAR-Trail,W09,"PSAR(0.02/0.02/0.2) ATR×2.0",71,29.58,-9.22,0.79,-0.70,18.80,16.87
TRBUSDT,PSAR-Trail,W10,"PSAR(0.02/0.02/0.3) ATR×2.0",69,30.43,-19.11,0.48,-2.28,19.85,9.48
TRBUSDT,PSAR-Trail,W11,"PSAR(0.02/0.02/0.3) ATR×2.5",75,28.00,-22.38,0.47,-2.60,25.71,8.87
TRBUSDT,PSAR-Trail,W12,"PSAR(0.02/0.02/0.3) ATR×2.5",64,29.69,2.62,1.05,0.12,18.06,22.52
TRBUSDT,PSAR-Trail,W13,"PSAR(0.02/0.015/0.2) ATR×2.0",61,26.23,-25.29,0.68,-0.85,47.57,14.83
TRXUSDT,TripleEMA-MTF,W01,"EMA(9/21/55) ATR×2.5",16,43.75,-0.40,0.93,-0.11,2.94,23.15
TRXUSDT,TripleEMA-MTF,W02,"EMA(9/21/55) ATR×1.5",17,11.76,-7.13,0.00,-6.97,7.13,2.38
TRXUSDT,TripleEMA-MTF,W03,"EMA(9/21/89) ATR×1.5",12,16.67,-2.42,0.52,-0.91,4.55,11.49
TRXUSDT,TripleEMA-MTF,W04,"EMA(13/34/55) ATR×3.0",13,38.46,-3.04,0.54,-1.01,3.74,15.63
TRXUSDT,TripleEMA-MTF,W05,"EMA(9/34/89) ATR×2.5",16,25.00,-6.48,0.13,-2.80,6.48,5.90
TRXUSDT,TripleEMA-MTF,W06,"EMA(13/34/55) ATR×1.5",13,23.08,-1.55,0.63,-0.74,1.96,14.29
TRXUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×2.5",15,40.00,-0.05,0.99,-0.02,3.04,23.20
TRXUSDT,TripleEMA-MTF,W08,"EMA(13/34/89) ATR×2.5",19,26.32,-0.28,0.97,-0.04,3.43,20.17
TRXUSDT,TripleEMA-MTF,W09,"EMA(13/21/55) ATR×2.5",11,63.64,5.88,4.42,1.25,0.74,62.55
TRXUSDT,TripleEMA-MTF,W10,"EMA(13/21/55) ATR×2.5",15,40.00,4.50,2.00,0.72,1.29,36.37
TRXUSDT,TripleEMA-MTF,W11,"EMA(13/21/89) ATR×2.5",19,15.79,-7.77,0.08,-5.46,7.77,3.74
TRXUSDT,TripleEMA-MTF,W12,"EMA(9/34/55) ATR×2.5",14,14.29,-2.92,0.51,-1.05,4.37,10.39
TRXUSDT,TripleEMA-MTF,W13,"EMA(9/21/89) ATR×1.5",18,5.56,-5.94,0.17,-3.20,6.43,2.32
TRXUSDT,Supertrend-MTF,W01,"ST(14,3.0) ATR×2.0",19,47.37,-1.24,0.81,-0.35,3.69,22.03
TRXUSDT,Supertrend-MTF,W02,"ST(7,3.0) ATR×2.0",18,16.67,-6.38,0.30,-2.15,8.53,5.42
TRXUSDT,Supertrend-MTF,W03,"ST(10,2.5) ATR×1.5",12,33.33,0.24,1.07,0.09,2.62,23.10
TRXUSDT,Supertrend-MTF,W04,"ST(7,2.0) ATR×1.5",16,25.00,-2.39,0.59,-0.96,4.68,13.45
TRXUSDT,Supertrend-MTF,W05,"ST(14,2.0) ATR×1.5",18,5.56,-7.46,0.03,-5.70,7.46,1.31
TRXUSDT,Supertrend-MTF,W06,"ST(14,3.0) ATR×2.5",17,35.29,-2.54,0.62,-0.82,3.33,16.32
TRXUSDT,Supertrend-MTF,W07,"ST(14,3.0) ATR×2.5",16,37.50,1.55,1.25,0.35,3.49,27.02
TRXUSDT,Supertrend-MTF,W08,"ST(14,3.0) ATR×2.5",8,12.50,-5.41,0.09,-3.60,5.41,3.14
TRXUSDT,Supertrend-MTF,W09,"ST(14,3.0) ATR×2.5",18,27.78,2.85,1.47,0.50,5.76,27.87
TRXUSDT,Supertrend-MTF,W10,"ST(7,2.5) ATR×2.5",25,28.00,-1.30,0.88,-0.19,5.59,19.26
TRXUSDT,Supertrend-MTF,W11,"ST(7,3.0) ATR×2.5",12,25.00,-3.17,0.40,-1.34,3.29,10.55
TRXUSDT,Supertrend-MTF,W12,"ST(7,3.0) ATR×2.5",8,50.00,1.60,1.55,0.59,2.46,33.68
TRXUSDT,Supertrend-MTF,W13,"ST(7,3.0) ATR×2.5",15,20.00,-5.36,0.37,-1.51,6.32,8.60
TRXUSDT,Donchian-MTF,W01,"Don(10) ATR×2.0",40,37.50,0.40,1.02,0.05,6.26,23.32
TRXUSDT,Donchian-MTF,W02,"Don(10) ATR×2.0",42,23.81,-10.02,0.47,-2.07,11.24,8.07
TRXUSDT,Donchian-MTF,W03,"Don(55) ATR×2.0",28,25.00,-3.00,0.66,-0.89,7.58,14.26
TRXUSDT,Donchian-MTF,W04,"Don(55) ATR×1.5",38,18.42,-17.42,0.09,-7.03,17.42,4.31
TRXUSDT,Donchian-MTF,W05,"Don(55) ATR×1.5",31,19.35,-9.04,0.23,-3.80,9.04,5.49
TRXUSDT,Donchian-MTF,W06,"Don(55) ATR×2.0",26,11.54,-11.26,0.09,-5.81,11.40,2.96
TRXUSDT,Donchian-MTF,W07,"Don(20) ATR×2.0",36,33.33,-5.30,0.56,-1.28,7.69,13.55
TRXUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",26,23.08,-9.13,0.44,-1.57,9.15,9.46
